Timestamp,Status_Low_Byte,Status_High_Byte,Status_16bit,Checksum,Altitude
2025-07-08 17:31:43.693,0,0,0,170,-0.24391251802444458
2025-07-08 17:31:43.873,1,0,1,171,1.5239523649215698
2025-07-08 17:31:43.994,1,0,1,171,3.61152982711792
2025-07-08 17:31:44.096,1,0,1,171,6.456636428833008
2025-07-08 17:31:44.290,1,0,1,171,11.987651824951172
2025-07-08 17:31:44.389,1,0,1,171,15.55179500579834
2025-07-08 17:31:44.494,1,0,1,171,19.07016372680664
2025-07-08 17:31:44.597,1,0,1,171,22.580245971679688
2025-07-08 17:31:44.672,1,0,1,171,26.274431228637695
2025-07-08 17:31:44.795,1,0,1,171,30.750049591064453
2025-07-08 17:31:44.993,1,0,1,171,40.1913948059082
2025-07-08 17:31:45.187,1,0,1,171,52.80475997924805
2025-07-08 17:31:45.391,1,0,1,171,63.524715423583984
2025-07-08 17:31:45.475,1,0,1,171,69.31006622314453
2025-07-08 17:31:45.573,1,0,1,171,72.46392822265625
2025-07-08 17:31:45.773,1,0,1,171,86.02088165283203
2025-07-08 17:31:45.890,1,0,1,171,93.66500854492188
2025-07-08 17:31:46.087,1,0,1,171,112.53309631347656
2025-07-08 17:31:46.192,1,0,1,171,118.73300170898438
2025-07-08 17:31:46.276,1,0,1,171,125.48314666748047
2025-07-08 17:31:46.372,1,0,1,171,132.86105346679688
2025-07-08 17:31:46.479,1,0,1,171,141.67727661132812
2025-07-08 17:31:46.574,1,0,1,171,143.44956970214844
2025-07-08 17:31:46.686,1,0,1,171,144.7856903076172
2025-07-08 17:31:46.890,1,0,1,171,159.8957977294922
2025-07-08 17:31:46.991,1,0,1,171,160.85057067871094
2025-07-08 17:31:47.076,1,0,1,171,162.8367919921875
2025-07-08 17:31:47.187,1,0,1,171,165.6184539794922
2025-07-08 17:31:47.285,1,0,1,171,169.6043243408203
2025-07-08 17:31:47.492,1,0,1,171,177.08892822265625
2025-07-08 17:31:47.594,1,0,1,171,181.9417266845703
2025-07-08 17:31:47.770,1,0,1,171,202.145263671875
2025-07-08 17:31:47.891,3,0,3,173,207.43605041503906
2025-07-08 17:31:47.991,3,0,3,173,213.3021697998047
2025-07-08 17:31:48.093,3,0,3,173,220.06080627441406
2025-07-08 17:31:48.194,3,0,3,173,227.8478546142578
2025-07-08 17:31:48.295,3,0,3,173,236.63108825683594
2025-07-08 17:31:48.493,3,0,3,173,257.35760498046875
2025-07-08 17:31:48.696,3,0,3,173,284.2149658203125
2025-07-08 17:31:48.784,3,0,3,173,293.35650634765625
2025-07-08 17:31:48.987,3,0,3,173,314.7284240722656
2025-07-08 17:31:49.085,3,0,3,173,327.20086669921875
2025-07-08 17:31:49.196,3,0,3,173,341.20135498046875
2025-07-08 17:31:49.280,3,0,3,173,355.76409912109375
2025-07-08 17:31:49.392,3,0,3,173,370.7032165527344
2025-07-08 17:31:49.586,3,0,3,173,405.1757507324219
2025-07-08 17:31:49.684,3,0,3,173,420.17095947265625
2025-07-08 17:31:49.797,3,0,3,173,436.2586669921875
2025-07-08 17:31:49.992,3,0,3,173,467.1874084472656
2025-07-08 17:31:50.076,3,0,3,173,483.88714599609375
2025-07-08 17:31:50.172,3,0,3,173,501.45758056640625
2025-07-08 17:31:50.291,3,0,3,173,519.4259033203125
2025-07-08 17:31:50.470,3,0,3,173,558.6119384765625
2025-07-08 17:31:50.576,3,0,3,173,576.5733642578125
2025-07-08 17:31:50.790,3,0,3,173,613.6246948242188
2025-07-08 17:31:50.889,3,0,3,173,632.78466796875
2025-07-08 17:31:50.987,3,0,3,173,651.9129028320312
2025-07-08 17:31:51.091,3,0,3,173,669.4949951171875
2025-07-08 17:31:51.193,3,0,3,173,688.3816528320312
2025-07-08 17:31:51.489,3,0,3,173,749.3097534179688
2025-07-08 17:31:51.590,3,0,3,173,768.3755493164062
2025-07-08 17:31:51.690,3,0,3,173,788.0621948242188
2025-07-08 17:31:51.774,3,0,3,173,807.9840698242188
2025-07-08 17:31:51.895,3,0,3,173,828.7771606445312
2025-07-08 17:31:51.994,3,0,3,173,848.9979858398438
2025-07-08 17:31:52.097,3,0,3,173,868.2639770507812
2025-07-08 17:31:52.194,3,0,3,173,888.0042724609375
2025-07-08 17:31:52.388,3,0,3,173,923.0179443359375
2025-07-08 17:31:52.489,3,0,3,173,941.8848876953125
2025-07-08 17:31:52.573,3,0,3,173,960.6812744140625
2025-07-08 17:31:52.694,3,0,3,173,979.7894897460938
2025-07-08 17:31:52.793,3,0,3,173,999.378662109375
2025-07-08 17:31:52.877,3,0,3,173,1019.7745361328125
2025-07-08 17:31:52.972,3,0,3,173,1040.084716796875
2025-07-08 17:31:53.093,3,0,3,173,1061.1468505859375
2025-07-08 17:31:53.283,3,0,3,173,1098.9573974609375
2025-07-08 17:31:53.489,3,0,3,173,1139.3809814453125
2025-07-08 17:31:53.574,3,0,3,173,1157.5543212890625
2025-07-08 17:31:53.684,3,0,3,173,1176.426513671875
2025-07-08 17:31:53.794,3,0,3,173,1196.0843505859375
2025-07-08 17:31:53.879,3,0,3,173,1216.0023193359375
2025-07-08 17:31:53.991,3,0,3,173,1235.998291015625
2025-07-08 17:31:54.184,3,0,3,173,1271.107666015625
2025-07-08 17:31:54.388,3,0,3,173,1310.22900390625
2025-07-08 17:31:54.490,3,0,3,173,1331.005126953125
2025-07-08 17:31:54.576,3,0,3,173,1351.3262939453125
2025-07-08 17:31:54.687,3,0,3,173,1372.08837890625
2025-07-08 17:31:54.771,3,0,3,173,1390.4805908203125
2025-07-08 17:31:54.891,3,0,3,173,1409.428955078125
2025-07-08 17:31:55.183,3,0,3,173,1461.5704345703125
2025-07-08 17:31:55.277,3,0,3,173,1480.199951171875
2025-07-08 17:31:55.389,3,0,3,173,1499.3189697265625
2025-07-08 17:31:55.484,3,0,3,173,1518.613037109375
2025-07-08 17:31:55.574,3,0,3,173,1538.453857421875
2025-07-08 17:31:55.669,3,0,3,173,1558.1181640625
2025-07-08 17:31:55.786,3,0,3,173,1578.2979736328125
2025-07-08 17:31:55.888,3,0,3,173,1599.0687255859375
2025-07-08 17:31:56.091,3,0,3,173,1630.3973388671875
2025-07-08 17:31:56.180,3,0,3,173,1647.791259765625
2025-07-08 17:31:56.272,3,0,3,173,1665.41357421875
2025-07-08 17:31:56.481,3,0,3,173,1701.97314453125
2025-07-08 17:31:56.572,3,0,3,173,1720.8134765625
2025-07-08 17:31:56.687,3,0,3,173,1739.4666748046875
2025-07-08 17:31:56.873,3,0,3,173,1771.005126953125
2025-07-08 17:31:57.073,3,0,3,173,1807.1849365234375
2025-07-08 17:31:57.196,3,0,3,173,1826.009521484375
2025-07-08 17:31:57.390,3,0,3,173,1859.3472900390625
2025-07-08 17:31:57.492,3,0,3,173,1876.1922607421875
2025-07-08 17:31:57.594,3,0,3,173,1893.4205322265625
2025-07-08 17:31:57.784,3,0,3,173,1923.0054931640625
2025-07-08 17:31:57.990,3,0,3,173,1956.7357177734375
2025-07-08 17:31:58.091,7,0,7,177,1973.80078125
2025-07-08 17:31:58.191,7,0,7,177,1990.9364013671875
2025-07-08 17:31:58.275,7,0,7,177,2008.3599853515625
2025-07-08 17:31:58.488,7,0,7,177,2042.1204833984375
2025-07-08 17:31:58.675,7,0,7,177,2069.30224609375
2025-07-08 17:31:58.770,7,0,7,177,2084.341796875
2025-07-08 17:31:58.892,7,0,7,177,2099.655517578125
2025-07-08 17:31:58.977,7,0,7,177,2115.325927734375
2025-07-08 17:31:59.092,7,0,7,177,2131.197998046875
2025-07-08 17:31:59.194,7,0,7,177,2147.693359375
2025-07-08 17:31:59.279,7,0,7,177,2163.652587890625
2025-07-08 17:31:59.395,7,0,7,177,2179.882080078125
2025-07-08 17:31:59.592,7,0,7,177,2207.08642578125
2025-07-08 17:31:59.693,7,0,7,177,2222.7177734375
2025-07-08 17:31:59.779,7,0,7,177,2237.10107421875
2025-07-08 17:31:59.873,7,0,7,177,2251.180908203125
2025-07-08 17:31:59.994,7,0,7,177,2265.51123046875
2025-07-08 17:32:00.188,7,0,7,177,2294.78076171875
